entry_id,domain,raw_text,has_image,image_description,gold_image_description,has_audio,audio_description,gold_audio_description,modality_combo,is_suggestion,suggestion_type,suggestion_text,extraction_path
TECH_0068,tech_software,"The backup solution is reliable and easy to use. However, I wish there was a more user-friendly interface for managing backup schedules directly from the app without needing advanced technical knowledge.",False,,,False,,,T,True,explicit,provide a more user-friendly interface for managing backup schedules directly from the app without needing advanced technical knowledge,P1
TECH_0045,tech_software,"Loved using this accounting software, but it needs a more detailed user guide. The current one is lacking in explaining some features.",False,,,False,,,T,True,explicit,provide a more detailed user guide,P1
TECH_0031,tech_software,"This backup solution has saved me from a few near-disasters, but I wish they offered an easier setup process. It would be better if the documentation had more detailed step-by-step guides.",False,,,False,,,T,True,explicit,add an easier setup process,P1
TECH_0067,tech_software,"The antivirus software does a great job at protecting my system. However, I think it would be better if the updates were less frequent and intrusive, so as not to interfere with other tasks.",False,,,False,,,T,True,explicit,"improve updates were less frequent and intrusive, so as not to interfere with other tasks",P1
TECH_0009,tech_software,"My kids love the robot vacuum, but it should have better connectivity options for seamless control from our home network.",False,,,False,,,T,True,explicit,include better connectivity options for seamless control from our home network,P1
TECH_0022,tech_software,"The project management app I've been using as a freelancer is fantastic, but the export feature could use some improvements. It would be better if it allowed for multiple file formats such as CSV or JSON instead of just PDFs.",False,,,False,,,T,True,explicit,allow for multiple file formats such as CSV or JSON instead of just PDFs,P1
TECH_0057,tech_software,"The CRM software really takes the guesswork out of managing clients. A pricing tier for individual users, however, would be fantastic!",False,,,False,,,T,True,implicit,"add a pricing tier for individual users, however, would be fantastic",P1
TECH_0098,tech_software,"The wireless earbuds sound fantastic and are very durable, but it would be great if they had a mode that allows for easier tracking when lost among furniture or other household items.",False,,,False,,,T,True,explicit,add a mode that allows for easier tracking when lost among furniture or other household items,P1
TECH_0091,tech_software,"As a gamer, I've found this graphics card to be incredibly powerful and stable for my demanding games. However, it would be better if they provided more comprehensive fan controls directly within their software.",False,,,False,,,T,True,explicit,provide more comprehensive fan controls directly within their software,P1
TECH_0043,tech_software,"While the wireless earbuds offer exceptional sound quality, could they please add an equalizer to fine-tune my listening experience?",False,,,False,,,T,True,explicit,add an equalizer to fine-tune my listening experience,P1
TECH_0065,tech_software,"This e-reader is fantastic, with a clear screen and easy-to-use interface. However, I think they should consider adding better night mode settings to reduce eye strain in low-light conditions.",False,,,False,,,T,True,explicit,add better night mode settings to reduce eye strain in low-light conditions,P1
TECH_0027,tech_software,"The mesh router handles my home network efficiently, but I think the customer support team should be available around the clock. This would ensure quick solutions for any connectivity issues that arise during non-business hours.",False,,,False,,,T,True,explicit,make available around the clock,P1
TECH_0081,tech_software,"I love the performance of this dash cam, but they should really offer a better warranty. I wish it came with at least two years!",False,,,False,,,T,True,explicit,offer a better warranty,P1
TECH_0053,tech_software,"I love the new design of this smart speaker! It connects seamlessly to my home network, but it would be even better if they added a feature allowing voice control over all other devices.",False,,,False,,,T,True,explicit,add a feature allowing voice control over all other devices,P1
TECH_0100,tech_software,"My small business relies on this email client, and I'm very happy with its performance. Still, it would be beneficial if there were an automated reporting feature that could send regular performance stats to our internal IT team without the need for manual intervention.",False,,,False,,,T,True,explicit,add an automated reporting feature for regular performance updates,P1
TECH_0050,tech_software,"The video conferencing tool is super helpful, but I'd love to see some more collaboration features like real-time document editing.",False,,,False,,,T,True,explicit,add some more collaboration features like real-time document editing,P1
TECH_0063,tech_software,"I absolutely adore my new fitness tracker. The battery life is impressive, but it would be better if there were more customizable watch faces to choose from.",False,,,False,,,T,True,explicit,add more customizable watch faces to choose from,P1
TECH_0076,tech_software,"The database tool is very reliable, but it needs to integrate better with cloud storage services for seamless data management.",False,,,False,,,T,True,explicit,integrate better with cloud storage services for seamless data management,P1
TECH_0049,tech_software,"The laptop’s loading speed is fast, but I hope they can make the startup process even quicker in future updates.",False,,,False,,,T,True,explicit,make the startup process even quicker in future updates,P1
TECH_0078,tech_software,"The VPN service provides excellent data privacy, but it would be great to see an option for automatic security updates.",False,,,False,,,T,True,explicit,make it be great to see an option for automatic security updates,P1
TECH_0236,tech_software,This content creator's toolkit should have better portability features. Carrying around this heavy device is a real hassle.,False,,,False,,,T,True,explicit,improve portability features,P1
TECH_0061,tech_software,"The AI writing assistant is incredibly intuitive and offers great suggestions, but it would be even better if they could add more language support for non-English languages.",False,,,False,,,T,True,explicit,add more language support for non-English languages,P1
TECH_0089,tech_software,"This tablet is fantastic for my design work, but the portability needs improvement. A lighter and slimmer form factor would be great.",False,,,False,,,T,True,explicit,improve portability,P1
TECH_0013,tech_software,"The customer support I received for my new photo editor was great, but they could provide more in-depth documentation on advanced features. It would help a lot!",False,,,False,,,T,True,explicit,provide more in-depth documentation on advanced features,P1
TECH_0037,tech_software,"The tablet is user-friendly and durable, but it should come with a better stylus. A more precise tip would make a huge difference.",False,,,False,,,T,True,explicit,include a better stylus,P1
TECH_0024,tech_software,"The code editor is intuitive and user-friendly, but I would appreciate it if the documentation was more comprehensive. It needs to include step-by-step tutorials and a troubleshooting section for common issues developers face.",False,,,False,,,T,True,explicit,include step-by-step tutorials and a troubleshooting section for common issues developers face,P1
TECH_0040,tech_software,This content creation tool has all the features I need but its accessibility options are lacking. It would be great if they considered adding voice commands for users with limited dexterity.,False,,,False,,,T,True,explicit,add voice commands for users with limited dexterity,P1
TECH_0041,tech_software,"I absolutely love the design tool’s intuitive UI. However, I wish it offered more export options for different file formats which would make sharing projects with my clients a breeze.",False,,,False,,,T,True,explicit,offer more export options for different file formats,P1
TECH_0019,tech_software,"The API quality in this software is solid, but they could really improve the documentation. More examples and case studies should be added!",False,,,False,,,T,True,explicit,improve the documentation with more examples,P1
TECH_0070,tech_software,The AI writing assistant has been a real game-changer for my content creation tasks. It would be great if they could add more integration options with other productivity tools I use daily.,False,,,False,,,T,True,explicit,add more integration options with other productivity tools I use daily,P1
TECH_0006,tech_software,The display quality on this monitor is outstanding but it would be even better if they consider adding a touch-screen option.,False,,,False,,,T,True,explicit,add a touch-screen option,P1
TECH_0064,tech_software,"The robot vacuum has been a great purchase, performing well on both carpets and hardwood floors. However, I wish the app had more detailed cleaning schedule options.",False,,,False,,,T,True,explicit,improve app had more detailed cleaning schedule options,P1
TECH_0008,tech_software,"For my IT needs, the CI/CD platform from DEF Inc is solid. However, it would be better if they could incorporate a more flexible pricing model.",False,,,False,,,T,True,explicit,incorporate a more flexible pricing model,P1
TECH_0035,tech_software,"The AI writing assistant is fantastic, but I think it should offer a broader range of language support to cater to a global audience.",False,,,False,,,T,True,explicit,offer a broader range of language support to cater to a global audience,P1
TECH_0085,tech_software,"The streaming device is fantastic and works well, but the integration with other smart home devices needs to be improved. Could they consider adding more compatibility?",False,,,False,,,T,True,explicit,make improved,P1
TECH_0047,tech_software,"The laptop's display quality is superb, but it would be great if the manufacturer could consider adding an option to increase brightness further.",False,,,False,,,T,True,explicit,consider adding an option to increase brightness further,P1
TECH_0003,tech_software,"I wish the collaboration features in this design software were more robust, allowing real-time editing and feedback from team members on the go.",False,,,False,,,T,True,explicit,"improve collaboration features to be more robust, allowing real-time editing and feedback from team members on the go",P1
TECH_0052,tech_software,"The documentation for this note-taking app is amazing, but I wish there were better accessibility features for users with visual impairments.",False,,,False,,,T,True,explicit,add better accessibility features for users with visual impairments,P1
TECH_0017,tech_software,"As a student, I find this IDE plugin incredibly useful. However, it would be better if there were more detailed error messages for beginners like myself. They should consider adding that!",False,,,False,,,T,True,explicit,add more detailed error messages for beginners like myself,P1
TECH_0039,tech_software,The software application works great but the customer support should be more responsive. They need a faster response time during peak hours.,False,,,False,,,T,True,explicit,make more responsive,P1
TECH_0062,tech_software,"As a gamer, I find the UI/UX of this gaming console to be superb. However, it would be great if they improved the loading times during game transitions and online updates.",False,,,False,,,T,True,explicit,improve the loading times during game transitions and online updates,P1
TECH_0072,tech_software,"The AI writing assistant is fantastic, but it would be better if they added more options for voice commands to control the software hands-free.",False,,,False,,,T,True,explicit,add more options for voice commands to control the software hands-free,P1
TECH_0023,tech_software,"The smartwatch is sleek, but I find the onboarding process confusing. They could provide more straightforward instructions to make setup easier for folks like me who are not very tech-savvy.",False,,,False,,,T,True,explicit,provide more straightforward instructions to make setup easier for folks like me who are not very tech-savvy,P1
TECH_0203,tech_software,"The graphics card I bought was supposed to support a wide range of games and software. But when it comes down to the latest title releases, it's just not powerful enough.",False,,,False,,,T,False,,,HN
TECH_0192,tech_software,"I'm an IT professional and the project management app we use is a disaster. The collaboration features are completely broken, leading to a lot of confusion and wasted time.",False,,,False,,,T,False,,,HN
TECH_0197,tech_software,"The compatibility of this software with different operating systems is just too problematic. I've tried on both Windows and Linux, and it still doesn't work as advertised.",False,,,False,,,T,False,,,HN
TECH_0249,tech_software,"As a senior citizen, I find this tablet’s customization options quite limited. The default settings are too small for my eyes and there doesn’t seem to be an easy way to adjust them. Why would anyone make a device that's not user-friendly?",False,,,False,,,T,False,,,HN
TECH_0209,tech_software,"I use this wireless earbuds primarily for calls, but the sound quality is subpar and makes it hard to clearly hear during important meetings.",False,,,False,,,T,False,,,HN
TECH_0213,tech_software,"The password manager does not sync properly between devices, leading to inconsistencies and a lot of frustration.",False,,,False,,,T,False,,,HN
TECH_1111,tech_software,My photo organizer imported duplicates of everything. Storage went from half full to completely full.,False,,,False,,,T,False,,,HN
TECH_0231,tech_software,"- The build quality of this smartwatch is surprisingly poor, especially for the price. - Not impressed.",False,,,False,,,T,False,,,HN
TECH_0221,tech_software,This robot vacuum is a disaster. I can't figure out how to navigate it without causing more chaos in the house.,False,,,False,,,T,False,,,HN
TECH_0206,tech_software,"I'm not a big fan of the collaboration features on this CRM software. It feels like it's made for salespeople, and I don't see much value as an IT professional.",False,,,False,,,T,False,,,HN
TECH_0235,tech_software,Why does this external SSD cost so much for such mediocre build quality? I expected better from a high-end product.,False,,,False,,,T,False,,,HN
TECH_1098,tech_software,The home security system false alarms three times a week. My neighbors are ready to file complaints.,False,,,False,,,T,False,,,HN
TECH_1123,tech_software,My portable monitor has dead pixels right in the center of the screen. Impossible to ignore.,False,,,False,,,T,False,,,HN
TECH_0226,tech_software,"I have to say, the build quality of this device is really poor. It's flimsy and seems like it won't last long.",False,,,False,,,T,False,,,HN
TECH_1106,tech_software,This electric toothbrush app requires a login to use a toothbrush timer. Absolutely ridiculous design.,False,,,False,,,T,False,,,HN
TECH_0180,tech_software,This browser extension is slow and clunky. Why did I even bother installing it? The experience has been a nightmare.,False,,,False,,,T,False,,,HN
TECH_0250,tech_software,"The wireless earbuds I bought from this brand were advertised as having a long battery life, but they die within an hour of use. And don't even get me started on the connectivity issues – it’s like the manufacturer doesn’t care if you can actually use their product without dropping out every few minutes.",False,,,False,,,T,False,,,HN
TECH_0172,tech_software,I can’t stand the lack of collaboration features in this smart speaker. How are we supposed to share playlists when it’s so complicated?,False,,,False,,,T,False,,,HN
TECH_0189,tech_software,"The price of this photo editor is outrageous for the features it provides. It's simply not worth it, especially considering that there are free alternatives with comparable functionality.",False,,,False,,,T,False,,,HN
TECH_0191,tech_software,"I use this VPN service for my freelancing work, but the price just doesn't match the quality. Too many slow-down issues and a lot of ads to boot.",False,,,False,,,T,False,,,HN
TECH_0188,tech_software,"I've been using this CI/CD platform for a few months now, and it's incredibly frustrating. The build quality is just not up to par; every other integration fails for no clear reason.",False,,,False,,,T,False,,,HN
TECH_0171,tech_software,"So frustrated with the pricing model for this app. It’s supposed to be free, but you have to pay for every useful feature.",False,,,False,,,T,False,,,HN
TECH_1107,tech_software,The database tool corrupts connections randomly. I have lost unsaved queries multiple times this month.,False,,,False,,,T,False,,,HN
TECH_0193,tech_software,"The design tool I purchased is a letdown. It used to be the best in its category, but now it feels outdated and doesn't integrate well with other applications anymore.",False,,,False,,,T,False,,,HN
TECH_0233,tech_software,"I've tried contacting their customer support several times, and every call is a waste. They haven't resolved the issue with my email client software.",False,,,False,,,T,False,,,HN
TECH_0210,tech_software,The battery life on this tablet is abysmal. I barely make it through a day of work without needing to recharge.,False,,,False,,,T,False,,,HN
TECH_1128,tech_software,These noise-cancelling earbuds amplify wind noise instead of reducing it. Useless for outdoor runs.,False,,,False,,,T,False,,,HN
TECH_0169,tech_software,"I’ve been using this CRM for a small business, and the update they rolled out has made things way more complicated. We’re losing productivity.",False,,,False,,,T,False,,,HN
TECH_1122,tech_software,My file manager crashed and corrupted the directory index. I had to recover files manually.,False,,,False,,,T,False,,,HN
TECH_1130,tech_software,The smart light app crashes when managing more than ten bulbs. My entire house setup is unusable.,False,,,False,,,T,False,,,HN
TECH_0202,tech_software,I can't understand why this dash cam has such a high price tag when it barely meets my recording needs. It feels like I paid for something that doesn’t deliver.,False,,,False,,,T,False,,,HN
TECH_0170,tech_software,"I’m a developer, and this code editor is driving me nuts. The integration with version control systems is clunky and time-consuming.",False,,,False,,,T,False,,,HN
TECH_0182,tech_software,I'm a senior citizen and I can't figure out how to use this design tool. The user interface is too complicated for someone like me.,False,,,False,,,T,False,,,HN
TECH_1125,tech_software,The dash cam parking mode drains my car battery overnight. I come out to a dead car in the morning.,False,,,False,,,T,False,,,HN
TECH_0212,tech_software,"I’m a remote worker and rely heavily on the collaboration features of this cloud storage service. Unfortunately, it’s too complex for my team to use effectively.",False,,,False,,,T,False,,,HN
TECH_0174,tech_software,"The onboarding for this streaming app was so confusing. I’m not sure if I’ve even set it up correctly. Now, the playback quality is terrible.",False,,,False,,,T,False,,,HN
TECH_1117,tech_software,The project management app is so confusing that half our team gave up using it after a week.,False,,,False,,,T,False,,,HN
TECH_1119,tech_software,The file manager takes thirty seconds to open a folder with a hundred files. Absolutely glacial performance.,False,,,False,,,T,False,,,HN
TECH_1105,tech_software,The weather app predicted sunshine on the day it rained nonstop. I got completely soaked.,False,,,False,,,T,False,,,HN
TECH_0215,tech_software,"The antivirus software is too expensive for the features it provides, and it's hard to justify its cost given the alternatives out there.",False,,,False,,,T,False,,,HN
TECH_0230,tech_software,The battery on these wireless earbuds just doesn't last. It's ridiculous that I have to charge them twice a day for such short use.,False,,,False,,,T,False,,,HN
TECH_1115,tech_software,The spreadsheet app chart colors are all nearly identical shades of blue. Impossible to tell lines apart.,False,,,False,,,T,False,,,HN
TECH_0240,tech_software,"This smart speaker sounds great, but the onboarding process is a nightmare. I feel like it's designed for someone who isn't tech-savvy.",False,,,False,,,T,False,,,HN
TECH_0177,tech_software,"As a power user, I’ve had my fair share of reliability issues with this music streaming app. It keeps dropping out during live streams.",False,,,False,,,T,False,,,HN
TECH_0190,tech_software,The new graphics card I bought has been a nightmare. The display quality is poor and it causes lag in my other applications. Not at all what I was hoping for.,False,,,False,,,T,False,,,HN
TECH_0176,tech_software,"The latest update on this browser extension has broken my workflow. It used to work seamlessly with my SEO tasks, but now it’s full of bugs.",False,,,False,,,T,False,,,HN
TECH_0179,tech_software,This external SSD is heavy and not very portable at all. I was expecting something lighter for my daily commute.,False,,,False,,,T,False,,,HN
TECH_0205,tech_software,What's the point of a smartphone if you can't even get basic connectivity in your office? This phone just drops calls too often for it to be reliable.,False,,,False,,,T,False,,,HN
TECH_0222,tech_software,"I bought this external SSD for my design work, but the read/write speeds are abysmal and it makes a loud noise all the time.",False,,,False,,,T,False,,,HN
TECH_1110,tech_software,This calendar app sent me reminders for events I deleted weeks ago. The notification system is broken.,False,,,False,,,T,False,,,HN
TECH_1101,tech_software,The robot vacuum got stuck under the couch again. It happens every single cleaning cycle.,False,,,False,,,T,False,,,HN
TECH_1131,tech_software,The wireless mouse scroll wheel stopped working after a month. It just spins freely without registering.,False,,,False,,,T,False,,,HN
TECH_1103,tech_software,This action camera overheats and shuts down after ten minutes of 4K recording. Completely useless.,False,,,False,,,T,False,,,HN
TECH_0246,tech_software,"The e-reader I got as a gift is too heavy and cumbersome. It's not even close to being portable, which was the main feature I was looking for.",False,,,False,,,T,False,,,HN
TECH_1104,tech_software,My dash cam suction mount falls off the windshield every hot afternoon. It dangles by the power cable.,False,,,False,,,T,False,,,HN
TECH_0248,tech_software,"I recently switched to this AI writing assistant and I must say, the initial excitement has quickly turned sour. The software’s incompatibility with my existing work tools is a major letdown. How am I supposed to streamline my writing process if I can’t even open documents correctly?",False,,,False,,,T,False,,,HN
TECH_0244,tech_software,How can this antivirus software be so bulky? It takes up half of my storage space and slows down everything else on my computer.,False,,,False,,,T,False,,,HN
TECH_0183,tech_software,The graphics card I purchased is a lemon. It's not even half the speed they advertise. What am I supposed to do with this piece of junk?,False,,,False,,,T,False,,,HN
TECH_0229,tech_software,Why do tech companies insist on subpar customer support? My webcam won't even work with basic software updates anymore. Frustrating.,False,,,False,,,T,False,,,HN
TECH_0225,tech_software,"This smartwatch is a letdown. The battery life isn’t even good enough for a day's use, and the display is poor in sunlight.",False,,,False,,,T,False,,,HN
TECH_1109,tech_software,This gaming controller drifts left on its own. Every character walks in circles without input.,False,,,False,,,T,False,,,HN
TECH_0056,tech_software,The password manager's software updates are always timely and keep up with security trends. Can they also improve their integration with non-major browsers?,False,,,False,,,T,False,,,HN
TECH_0196,tech_software,"I'm not happy with this code editor at all. It's way too slow and crashes a lot, which makes me lose work frequently.",False,,,False,,,T,False,,,HN
TECH_1124,tech_software,The smartphone battery dies before lunch every single day. I have to carry a charger everywhere I go.,False,,,False,,,T,False,,,HN
TECH_0224,tech_software,"I don't like the e-reader much, as it's bulky and heavy, making it hard to carry around. The battery life is also awful.",False,,,False,,,T,False,,,HN
TECH_0204,tech_software,Do they even test this database tool before shipping it? I've found multiple bugs in my first week and the customer service barely responds.,False,,,False,,,T,False,,,HN
TECH_1132,tech_software,The fitness tracker water resistance failed during a swim. Screen went black and never recovered.,False,,,False,,,T,False,,,HN
TECH_0211,tech_software,The gaming console's connectivity issues make it a hassle to even start playing games. Is there any way this could get resolved?,False,,,False,,,T,False,,,HN
TECH_0201,tech_software,"My new e-reader is supposed to be waterproof, but I find it extremely cumbersome due to its size and weight. It's not as portable as advertised.",False,,,False,,,T,False,,,HN
TECH_1116,tech_software,The digital pen skips strokes constantly. Handwriting recognition turns my notes into gibberish.,False,,,False,,,T,False,,,HN
TECH_0161,tech_software,"The design tool's interface is sleek and user-friendly, but the storage options are limited for large projects. I often find myself having to delete older files to make space.",False,,,False,,,T,True,implicit,increase storage capacity,P2
TECH_0148,tech_software,"This smart thermostat works flawlessly and I adore the ease of setup and control. My only concern is that occasionally, after a sudden temperature change, it seems to take too long to readjust.",False,,,False,,,T,True,implicit,improve readjustment time after temperature changes,P2
TECH_0160,tech_software,"The collaboration features in this code editor are great, but I often find myself waiting a bit too long when team members push changes. Faster syncing would be fantastic.",False,,,False,,,T,True,implicit,improve syncing speed for collaboration features,P2
TECH_0117,tech_software,"This mechanical keyboard is terrific, but the lack of key lighting makes it less practical at night or in low-light conditions. Is there a chance to add that feature later?",False,,,False,,,T,True,explicit,add key lighting option,P2
TECH_0147,tech_software,"With its sleek design and fast loading speed, the external SSD is a dream to use. It would be perfect if it also included a built-in encryption feature.",False,,,False,,,T,True,explicit,include built-in encryption,P2
TECH_0106,tech_software,"This music streaming app has a clean interface and vast library, which is great. However, the ad breaks are a bit frequent during long sessions. Maybe less interruptions would enhance the user experience?",False,,,False,,,T,True,explicit,reduce the frequency of ad breaks,P2
TECH_0163,tech_software,"The project management app integrates seamlessly with most of our tools, but onboarding new users could be smoother. It took us several training sessions to get everyone up to speed.",False,,,False,,,T,True,explicit,simplify user onboarding process,P2
TECH_0110,tech_software,"The battery life on this portable charger is decent, but I always end up with a low charge after using it to power multiple devices at once. An upgrade in the overall capacity would be great!",False,,,False,,,T,True,explicit,upgrade the battery capacity,P2
TECH_0112,tech_software,The photo editor crashes every time I try to export a large file. Would be great if they fixed that.,False,,,False,,,T,True,explicit,improve stability when exporting large files,P2
TECH_0149,tech_software,"The video conferencing tool is fantastic for enterprise use, but there seems to be an issue with video latency during some of the more graphically intensive presentations. I hope this can get a boost soon.",False,,,False,,,T,True,implicit,reduce video latency for graphically intensive content,P2
TECH_0126,tech_software,"Using this email client is a breeze, but I find myself frequently needing to refer to the support forums because the built-in help seems to lack depth. A more comprehensive in-app guide would be beneficial.",False,,,False,,,T,True,explicit,improve in-app help for email client,P2
TECH_0120,tech_software,"The simplicity of this VPN service is refreshing, but occasionally the connection drops while I'm working. It's a minor issue, but a smoother experience would be even better.",False,,,False,,,T,True,explicit,improve connection stability,P2
TECH_0142,tech_software,"This portable charger is a lifesaver when traveling, but I often find myself needing to charge my phone multiple times a day. If only it came with a higher capacity battery!",False,,,False,,,T,True,explicit,increase battery capacity,P2
TECH_0156,tech_software,"Love this browser extension for saving time, but it would be great if there was a feature to synchronize settings across devices. Right now, I have to manually update each one.",False,,,False,,,T,True,explicit,add a feature for synchronizing settings across devices,P2
TECH_0151,tech_software,"The camera on this smartphone is fantastic, but sometimes the auto focus takes a while to lock onto subjects in low light. It's minor but noticeable.",False,,,False,,,T,True,implicit,improve auto focus in low light conditions,P2
TECH_0154,tech_software,"The wireless earbuds sound amazing, but I find myself frequently checking if they’re fully charged. A longer battery life would be really helpful for long gaming sessions.",False,,,False,,,T,True,implicit,increase battery life,P2
TECH_0158,tech_software,"The portable charger is a lifesaver, but it's slightly heavy for carrying around. A more lightweight version would be ideal for travel.",False,,,False,,,T,True,implicit,make the portable charger lighter,P2
TECH_0119,tech_software,"I appreciate how quickly this photo editor loads, but it's a shame that it doesn't support more file types during import. Having to convert files beforehand can be quite time-consuming.",False,,,False,,,T,True,implicit,support more file types for import,P2
TECH_0167,tech_software,"The dash cam I bought is amazing in terms of performance, but I feel like it could be more durable. During a car wash, water got into some gaps and caused issues later.",False,,,False,,,T,True,explicit,increase durability and water resistance,P2
TECH_0108,tech_software,"The AI writing assistant is fantastic for generating ideas, but I find the learning curve to be a bit steep. More intuitive tutorials could help users get started faster.",False,,,False,,,T,True,explicit,make tutorials more intuitive,P2
TECH_0125,tech_software,"The build quality on this laptop is top-notch, but the performance can sometimes lag during complex operations. As a remote worker, I rely heavily on its smooth operation under load.",False,,,False,,,T,True,implicit,enhance performance on laptop for complex tasks,P2
TECH_0111,tech_software,"I've been a loyal user of this smartwatch for over a year. The customization options are pretty limited, though — I'd love to see more flexibility in setting up the watch faces.",False,,,False,,,T,True,explicit,add more customization options for watch faces,P2
TECH_0139,tech_software,"This portability of this tablet is excellent, but the battery needs a boost. I would love to have it last beyond just a couple of hours on heavy use.",False,,,False,,,T,True,explicit,improve battery life,P2
TECH_0164,tech_software,"The e-reader I bought has a beautiful screen and holds up well to rough handling. However, after six months, it started showing some wear around the edges. I wish it was built with tougher materials.",False,,,False,,,T,True,explicit,improve build quality,P2
TECH_0159,tech_software,"The display quality of this smartphone is impressive, but I wish there were more options for customization. It would be nice to adjust color temperature and brightness levels more finely.",False,,,False,,,T,True,explicit,add more options for display customization,P2
TECH_0153,tech_software,"I use this CI/CD platform daily, and while it's robust, I often spend too much time sorting through alerts that aren’t critical. A refined alert system would be a game-changer.",False,,,False,,,T,True,implicit,refine the alert system to reduce non-critical alerts,P2
TECH_0121,tech_software,"I love how my design projects seamlessly integrate with this cloud storage service, but I wish there were more export options. The current formats limit the flexibility for some of my creative work.",False,,,False,,,T,True,explicit,add more export options for cloud storage service,P2
TECH_0155,tech_software,"The gaming console handles the latest games with ease, but the onboarding process for new players is a bit convoluted. It could be smoother for beginners.",False,,,False,,,T,True,explicit,simplify the onboarding process,P2
TECH_0102,tech_software,"This graphics card is a powerhouse, but I wish the cooling system could be quieter. The fans are quite noisy during intense gaming sessions.",False,,,False,,,T,True,explicit,reduce cooling fan noise,P2
TECH_0124,tech_software,"The note-taking app I'm using is fantastic, but sometimes it feels like the API quality could be better. Integration with other apps occasionally stumbles and leads to syncing issues.",False,,,False,,,T,True,explicit,improve API quality for better app integration,P2
TECH_0134,tech_software,"As a parent, I love how my kids can use this tablet for educational apps, but it's frustrating when the device overheats after just an hour of use. Better heat management would be great!",False,,,False,,,T,True,explicit,enhance heat management,P2
TECH_0165,tech_software,"As a gamer, the gaming console I have handles most games with ease. However, it tends to overheat when used for extended periods, which is a bit worrying.",False,,,False,,,T,True,implicit,improve cooling mechanism,P2
