entry_id,domain,raw_text,has_image,image_description,gold_image_description,has_audio,audio_description,gold_audio_description,modality_combo,is_suggestion,suggestion_type,suggestion_text,extraction_path
SEMTRIAL_1319_9,tech_software,I believe there needs to be a marking system in the OS like the option of marking several emails in the pop mails.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1319_10,tech_software,"If I intend to delete several files(photos, songs) there should be an easier way to do it.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1319_12,tech_software,"You can put other apps in one folder, and put on startscreen like a tile.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1320_1,tech_software,"This is total uncomfortably, i think about give to user, a choose what he want to bind on search button.",False,,,False,,,T,False,,,HN
SEMTRIAL_1321_1,tech_software,It would be awesome.,False,,,False,,,T,False,,,HN
SEMTRIAL_1321_2,tech_software,Make it so that you have to enter a password for apps of your choice,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1324_1,tech_software,"Big files can't be transfered using skydrive, it is not praticle!",False,,,False,,,T,False,,,HN
SEMTRIAL_1325_3,tech_software,It would be an improvement if they displayed as graphic Smilies instead.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1328_1,tech_software,"The UserControl should run in the context of the application that created the Alarm or Reminder, and as such would have access to the appropriate view models.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1328_3,tech_software,Need an option to remove unused variables in cs file for re factoring.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1329_1,tech_software,Use the usb as removeable disk,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1329_2,tech_software,Pls introduce pattern lockscreen like android.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1330_4,tech_software,Only after repairing the installation will the emulator work.,False,,,False,,,T,False,,,HN
SEMTRIAL_1330_5,tech_software,If I close the emulator and try to run it again.,False,,,False,,,T,False,,,HN
SEMTRIAL_1330_6,tech_software,It fails with a uninformative message indicating deployment failed.,False,,,False,,,T,False,,,HN
SEMTRIAL_1330_7,tech_software,"information on the screen locked, temperature, news of facebook and Twitter and lock with letters and numbers",False,,,False,,,T,False,,,HN
SEMTRIAL_1330_8,tech_software,Search text,False,,,False,,,T,False,,,HN
SEMTRIAL_1330_9,tech_software,"I wish api's for save photos in camera roll in png format; not only as ""lossy"" jpeg format.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1330_10,tech_software,"Having native access to OpenCL or C++ AMP support would be nice to have, especially with the newer hardware arriving with WP8.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1330_11,tech_software,Please help me I'm Ahmed from Iraq I wanna get Arabic keyboard in my WP please !!!,False,,,False,,,T,False,,,HN
SEMTRIAL_1330_12,tech_software,"When an application has problems or when a problem is detected in advance by the developer, until the publication of the correction version the client is without knowing what is happening.",False,,,False,,,T,False,,,HN
SEMTRIAL_1330_13,tech_software,This way we can give a satisfaction to all who buy or evaluate our applications.,False,,,False,,,T,False,,,HN
SEMTRIAL_1330_14,tech_software,This communication channel can use the Bing Translator to generate the statement in the languages in which the application has been translated.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1330_15,tech_software,I believe it is a feature that will cherish Microsoft to customers and that demonstrates respect for the consumer.,False,,,False,,,T,False,,,HN
SEMTRIAL_1330_16,tech_software,"In some cases missing answer key after unlock, when phone is locked, also missing call alert network enable/disable (network code is *#43# for verify, *43# for enable and #43# for disable).",False,,,False,,,T,False,,,HN
SEMTRIAL_1330_24,tech_software,What I am asking for is some key that will act like the Screenshot->Capture command without me having to change tabs in the Emulator window or release the Accelerometer.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1330_25,tech_software,Even something as simple as ctrl+S would be a godsend for me.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1331_1,tech_software,"If I am lucky I can do it before my character dies, even then though the player is just moving in a straight line to nowhere_�_ more",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1332_1,tech_software,"Please allow users to view ""comments"" in office docs i.e word, ppt, excel....also allow user to add comments on these docs",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1335_1,tech_software,Provide a single link to retrieve all the applications by a specific Publisher like the Android Market.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1336_2,tech_software,Please show the scrollbars in the WebBrowser control.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1337_2,tech_software,There are times when this is greatly needed!,False,,,False,,,T,False,,,HN
SEMTRIAL_1337_3,tech_software,"The other smartphone platforms like Android, iOS and Blackberry supports launching one App from another and passing data between them.",False,,,False,,,T,False,,,HN
SEMTRIAL_1338_1,tech_software,This is really important when a same organisation develops multiple apps and wants them to interact with each other.,False,,,False,,,T,False,,,HN
SEMTRIAL_1338_2,tech_software,"If this feature will be implemented without affecting the security model of WP, then it will be great for the WP developer world.",False,,,False,,,T,False,,,HN
SEMTRIAL_1338_3,tech_software,I keep getting birthday notifications a day too early.,False,,,False,,,T,False,,,HN
SEMTRIAL_1339_1,tech_software,the date in the peoplehub does not align with the calendar.,False,,,False,,,T,False,,,HN
SEMTRIAL_1339_2,tech_software,"With WP7 we have the unique ability to offer Trails for Paid Apps, which is great.",False,,,False,,,T,False,,,HN
SEMTRIAL_1342_1,tech_software,"However, it would be nice if developers could offer Free Apps with a possibility to users for voluntary donations.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1342_2,tech_software,"Some devs do the workaround and offer a Paid app, with the trial version having no restrictions at all (if the user clicks 'buy', he essentially donates to the dev).",False,,,False,,,T,False,,,HN
SEMTRIAL_1342_3,tech_software,"However, this workaround has the disadvantage of the app not apprearing in the 'free' category, though they are actually free.",False,,,False,,,T,False,,,HN
SEMTRIAL_1343_1,tech_software,"Therefore, it would be great if devs could put apps in the marketplace offering two buttons: 'install (free)' and 'install and donate (e.g.0,99$)'.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1343_3,tech_software,"The price could be splitted 30-70 just like with paid apps, just with the difference of the app appearing in the 'free' category.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1344_2,tech_software,The current process is very lengthy and costly for non US developers.,False,,,False,,,T,False,,,HN
SEMTRIAL_1344_3,tech_software,Why can't Microsoft simplify it?,False,,,False,,,T,False,,,HN
SEMTRIAL_1345_1,tech_software,Make it similar if not the same as Google!?!?!,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1346_1,tech_software,"Having read through the cumbersome process, I am more incline to build FREE apps with subscription rather than getting any money through the Marketplace.",False,,,False,,,T,False,,,HN
SEMTRIAL_1348_1,tech_software,Having to deal with physical paperwork (sending it back and forth) is a step backwards... we are living in a digital world!,False,,,False,,,T,False,,,HN
SEMTRIAL_1348_2,tech_software,"There are heaps and HEAPS of really good developers outside of US who really want to contribute to making Windows Phone a preferred choice, so please Microsoft; make it simplier and make it DIGITAL!",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1348_4,tech_software,"It would be really helpful if, for example, a developer makes an app that takes advantage of the schedule alarm API, and would like to enable the user to select a custom ringtone for that alarm.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1349_1,tech_software,"This API proposal would enable the user to select from many ringtones already available on the phone, and save developers the trouble of having to implement their own custom ringtones.",False,,,False,,,T,False,,,HN
SEMTRIAL_1350_1,tech_software,"If you try to copy-paste multiple recipient number to the ""To:"" box in the messaging, the 2nd until the last number will be duplicated.",False,,,False,,,T,False,,,HN
SEMTRIAL_1353_3,tech_software,Even as a developer we can create most of the apps for individual users that is standalone.,False,,,False,,,T,False,,,HN
SEMTRIAL_1353_4,tech_software,"If we need to target corporates then then we would need more APIs for device management, also like Zune (for a single user), we would need an Enterprise Server Application which can control the devices (of employees) remotely where we can apply corporate policies on the device as well.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1353_5,tech_software,Make some usefull app that run ussd code....,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1353_6,tech_software,Please allow the access to Gmail's Todo list sync when a google account is added on the windows phone.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1353_7,tech_software,"Under calendar I see the todo list of hotmail and I like it, it would be great if I can add the gmail's ones too and have the ability to make changes when sync happens or just have the ability to add todo items and those get sync to the phone.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1353_8,tech_software,"Hi, the biggest icon size requited is 200x200 bit in the Marketplace single App page this is resized to 240x240 losing quality.",False,,,False,,,T,False,,,HN
SEMTRIAL_1353_9,tech_software,You can't add/update/delete alarms or reminders from a BackgroundAgent.,False,,,False,,,T,False,,,HN
SEMTRIAL_1353_10,tech_software,It'd be great if we at least has the ability to change/edit reminders and alarms that were created by that app.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1356_2,tech_software,And I want to get that response to my app to hanle it.,False,,,False,,,T,False,,,HN
SEMTRIAL_1357_2,tech_software,It would be very useful to be able to change the names that my apps appear as when I check the App Hub dashboard.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1358_5,tech_software,"Developers must be given additional enumeration values in Socketype and ProtocolType to create variety of sockets like raw sockets based on ICMP, IGMP... etc.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1358_6,tech_software,Allow to create Alert and Reminder from Background Task execution.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1358_13,tech_software,"Allow Orientation=""horizontal"" on a listbox I would like to use the selectionchanged event handler to create a menu using the listbox control.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1359_6,tech_software,As the heading says provide tools to prevent users from reinstalling apps rather than buy the full version and stop devs from being deprived of purchases that they deserve.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1361_2,tech_software,"As half the point of my app is the information on the live tile, I'd like to have a polite reminder show every so often if they haven't pinned it, but I simply don't know whether they have or not.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1361_8,tech_software,Disable the feature entirely.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1361_10,tech_software,"Detect when there is a screen shot attempt so we can programmatically not display, obscure, or watermark our graphics.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1361_15,tech_software,"Like Android we need Phone level events like (SMS received/sent event, Camera ON/OFF event, Phone turned ON/OFF event, Keypad lock event etc.)",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1363_3,tech_software,"I would like a ""phone remote"" in windows 8.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1366_2,tech_software,"Once a application is installed in WP, there should be some way to run that application without user input i.e.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1368_1,tech_software,"Specifically, we will want the ability to have selective enabling of application features so that when the WP7 are run (after server-side conversion?)",False,,,False,,,T,False,,,HN
SEMTRIAL_1369_1,tech_software,"on newer hardware, they switch to the newer profile.",False,,,False,,,T,False,,,HN
SEMTRIAL_1369_2,tech_software,"Barring that, at least allow for merged listings for WP7 and WP8 versions so that customers have a clear upgrade path for the same application.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1370_1,tech_software,"Or, you could just support the native SDK/Direct X on WP7.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1371_1,tech_software,I'll take that over the previous two.,False,,,False,,,T,False,,,HN
SEMTRIAL_1372_1,tech_software,"Barring that, at least allow for merged listings for WP7 and WP8 versions so that customers have a clear upgrade path for_�_ more",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1373_1,tech_software,The concept explains itself well in below blogpost: WinRT Transitions _�_ Creating Fast and Fluid Metro UIs http://www.scottlogic.co.uk/blog/colin/2011/10/winrt-transitions-creating-fast-and-fluid-metro-uis/,False,,,False,,,T,False,,,HN
SEMTRIAL_1374_1,tech_software,Using Vodafone GSM and the used data includes Unicode characters thus whole message is failed.,False,,,False,,,T,False,,,HN
SEMTRIAL_1374_2,tech_software,"i could imagine, that in the same way the sms-icon is shown on the lockscreen, a 'mini app icon' is shown aswell, from apps that got notifications (facebbok, whatsapp....)",False,,,False,,,T,False,,,HN
SEMTRIAL_1375_1,tech_software,"Add an option to delete future appointment in Calendar and preserve previous, when used the option to repeat",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1375_2,tech_software,Platform should provide access to call log so you can create applications which for example retrive unknown numbers from call log and find their information from public directories.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1375_3,tech_software,"The customized unlock apps are very popular on android and symbian, we hope that we could do the same on WP7.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1376_2,tech_software,"At the moment, there is 1-to-1 relation between companies and countries.",False,,,False,,,T,False,,,HN
SEMTRIAL_1376_3,tech_software,It's OK for small business but what about bigger one?,False,,,False,,,T,False,,,HN
SEMTRIAL_1376_4,tech_software,We have several dev-centers in 3 countries and extra sales-offices in more countries.,False,,,False,,,T,False,,,HN
SEMTRIAL_1376_5,tech_software,"Same time, WP7 registration intends we MUST use 1 country only.",False,,,False,,,T,False,,,HN
SEMTRIAL_1380_14,tech_software,"These descriptions also appear differently depending on where they are being viewed (web, zune on PC or device).",False,,,False,,,T,False,,,HN
SEMTRIAL_1380_15,tech_software,"The Update Description field has a documented purpose, but then in the forums I read that this field does not appear in the Marketplace.",False,,,False,,,T,False,,,HN
SEMTRIAL_1380_16,tech_software,Please provide a way to 1) predictably introduce newlines into the description fields 2) let me see how these fields will render in the different environments (WYSIWYG) 3) show me how the Update Description will be used in my updated app There does not seem to be a way to control newlines in the application descriptions on the Marketplace.,False,,,False,,,T,False,,,HN
SEMTRIAL_1380_17,tech_software,Please provide a way to 1) predictably introduce newlines into the description fields 2) let me see how these fields will render in the different environments (WYSIWYG) 3) show me how the Update Description will be used in my updated_�_ more,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1381_1,tech_software,Quicker way to go to the bottom of the metro screen to view tons of pined apps.,False,,,False,,,T,False,,,HN
SEMTRIAL_1381_2,tech_software,I currently develop for Android and iOS.,False,,,False,,,T,False,,,HN
SEMTRIAL_1381_3,tech_software,"I am interested in developing for Windows Phone, but would need a device, to pay registration and learn a 3rd platform to do so.",False,,,False,,,T,False,,,HN
SEMTRIAL_1381_4,tech_software,"That involves a lot of time, which is a large risk to smaller development companies.",False,,,False,,,T,False,,,HN
SEMTRIAL_1382_1,tech_software,"If Microsoft created some incentives, like a free device (Blackberry did this) and a free year of membership (Amazon did this) it could drive a lot of developers to the platform which is crucial to the platform taking off.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1382_2,tech_software,I would jump at the opportunity to adapt my apps for Windows Phone if Microsoft created incentives for me to try the platfrom.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1383_1,tech_software,Cant use keyboard in landscape mode in some app,False,,,False,,,T,False,,,HN
SEMTRIAL_1383_2,tech_software,You would finally be able to add and customize your alert and text sounds!,False,,,False,,,T,False,,,HN
SEMTRIAL_1383_5,tech_software,Of course each app would have permission accepted by user and each app would have own isolated storage for more private.,False,,,False,,,T,False,,,HN
SEMTRIAL_1383_6,tech_software,It would be nice to see Windows Phone move to optional vector based icons instead of static bitmaps.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1383_7,tech_software,This would allow the application bar (or appbar) to resize if say HD screens were added.,False,,,False,,,T,False,,,HN
SEMTRIAL_1383_8,tech_software,"Ideally, users would only need 2 icons for the marketplace: 'Tile' (contains the application name), and 'List' (just the icon for the app list).",False,,,False,,,T,False,,,HN
SEMTRIAL_1383_9,tech_software,Appbars could be created at 48x48 and resized as needed.,False,,,False,,,T,False,,,HN
SEMTRIAL_1383_10,tech_software,"I know this is a pain on developers that are not designers or have designers, but an option would be nice time saver for the future.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1386_2,tech_software,It would be nice to be able to delete a cert you have uploaded.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1391_1,tech_software,"I'd like to be able to decorate my home screen by pinning my favorite photos, directly from within the pictures application.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1395_1,tech_software,Allow users to organize tiles into separate hubs.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1395_3,tech_software,A secondary start hub I can use to store occasionally used apps would be good.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1395_4,tech_software,An automated hub for recently used apps would also be good.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1398_1,tech_software,Please allow the access to phone filesystem.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1399_1,tech_software,It would be a great benefit if the developers can manipulate the sdcard resources etc etc.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1404_1,tech_software,"HP have the ePrint functionality, Apple the Airprint.",False,,,False,,,T,False,,,HN
SEMTRIAL_1404_2,tech_software,Can you not make connection to these devices possible?,False,,,False,,,T,False,,,HN
SEMTRIAL_1404_4,tech_software,I want to give a textbox a placeholder text.,False,,,False,,,T,False,,,HN
SEMTRIAL_1404_5,tech_software,This now requires creating a custom control.,False,,,False,,,T,False,,,HN
SEMTRIAL_1404_6,tech_software,I want this to be available out of the box.,False,,,False,,,T,False,,,HN
SEMTRIAL_1404_7,tech_software,"Oh, and I want the option to create labels for the textbox.",False,,,False,,,T,False,,,HN
SEMTRIAL_1404_8,tech_software,Provide the access to pictures in PhotoChooser and Camera Roll in emulator,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1404_9,tech_software,Since the easiest way to get hold of files to be used in programs is by downloading them from a network or the internet and saving them in isolated storage it would make the whole thing a lot easier if you could do this with FTP.,False,,,False,,,T,False,,,HN
SEMTRIAL_1404_10,tech_software,FTP is still one of the most used protocols for retrieving files.,False,,,False,,,T,False,,,HN
SEMTRIAL_1404_11,tech_software,And using a proxy is not always an options since some of us would like to be able to reach FTP servers that is on a separate network.,False,,,False,,,T,False,,,HN
SEMTRIAL_1404_12,tech_software,"IMAP idle for ""push"" emails and sync read, forward and answered mails plus sync send folder!",False,,,False,,,T,False,,,HN
SEMTRIAL_1404_13,tech_software,Email for business is very impotant!,False,,,False,,,T,False,,,HN
SEMTRIAL_1404_14,tech_software,"For all the guys & girls over the 45 years old, de need a really big clock in the main display.",False,,,False,,,T,False,,,HN
SEMTRIAL_1404_15,tech_software,Thanks (sorry about my english).,False,,,False,,,T,False,,,HN
SEMTRIAL_1405_1,tech_software,Positioning cursor is almost imposible,False,,,False,,,T,False,,,HN
SEMTRIAL_1406_1,tech_software,WP should support ussd menu and umb as well,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1407_1,tech_software,"Once removed the Metro interface looks good from a desktop app, but on the mobile phone is horrible.",False,,,False,,,T,False,,,HN
SEMTRIAL_1407_2,tech_software,"When the volume is in the rang 01-09, the volume does not decrease.",False,,,False,,,T,False,,,HN
SEMTRIAL_1407_4,tech_software,"Continuing my prior post about allowing us to explicitly flip secondary live tiles with a tap instead of launching the app, this request would allow such an action to explicitly update the tile by triggering a function call in a background task.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1408_1,tech_software,"Perhaps these two ideas are combined and you define which action to take when creating/updating the tile... Flip the tile, execute a background task (or both), or simply launch the app like normal (possibly with deep toast.)",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1408_2,tech_software,"That would really make LiveTiles 'Live' which now, they kind of aren't and were by *far* the biggest disappointment when we saw the actual SDK.",False,,,False,,,T,False,,,HN
SEMTRIAL_1409_1,tech_software,"Coming from iOS, when we did see that, we scrapped two apps we were going to release on WP7.",False,,,False,,,T,False,,,HN
SEMTRIAL_1409_2,tech_software,"(A third was scrapped because of the inability to do location tracking in a background task more frequently than once every 30 minutes, which is sort of the same 'stale data' issue as here.)",False,,,False,,,T,False,,,HN
SEMTRIAL_1409_3,tech_software,"Since it's user-initiated, it wouldn't drain_�_ more",False,,,False,,,T,False,,,HN
SEMTRIAL_1409_4,tech_software,"In the Schedule Namespace ist isn't possible to have access to the Media Library to play Songs, User has already on his Device -> Please add this function to get access to the Media Library.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1411_1,tech_software,"Another thing is, to have the possibility to modify the Notification, wich is shown, when the Alarm or Reminder Rings.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1413_1,tech_software,"We need to open our Application, or to overwrite the notify to costumize it to get a better improvement for the user.",False,,,False,,,T,False,,,HN
SEMTRIAL_1414_1,tech_software,"Extend the API to query phone volume and vibration settings, maybe even set them.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1418_1,tech_software,Please provide validation templates for WindowsPhone controls.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1419_2,tech_software,"However, not everybody has a physical device, so having those experiences in the emulator would be a great addition to the dev tools and resources.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1419_3,tech_software,"Would be nice and useful to have email messages grouped by date, same as contacts grouped by initial letter.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1421_1,tech_software,For sharing audio and video there should be a very plain possibility to share stuff as already encoded package.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1421_3,tech_software,Perhaps that could be available as Toolkit in codeplex.com.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1422_1,tech_software,There needs to be an Alpha Test mechanism available.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1424_1,tech_software,"Since the beta test versions I recently submitted have been waiting for certification for 9 days, there is no way for us to work together on this.",False,,,False,,,T,False,,,HN
SEMTRIAL_1424_2,tech_software,My boss is not a developer and has no development tools but absolutely needs to see the progress of development in a timely manner.,False,,,False,,,T,False,,,HN
SEMTRIAL_1425_1,tech_software,If the Beta program certified apps in a day then this might not be a problem.,False,,,False,,,T,False,,,HN
SEMTRIAL_1425_2,tech_software,"As it is, it is hardly usable as a beta test program since our customers also need to see the app and improvements in a timely manner.",False,,,False,,,T,False,,,HN
SEMTRIAL_1426_1,tech_software,"We need support special multitasking tasks, like VOIP and IM!",False,,,False,,,T,False,,,HN
SEMTRIAL_1426_2,tech_software,"We can't create good apps for this services without this API, looks on your Skype client, wtf??",False,,,False,,,T,False,,,HN
SEMTRIAL_1426_3,tech_software,iOS already has this API's!,False,,,False,,,T,False,,,HN
SEMTRIAL_1428_2,tech_software,"Volume on headphone, when phone rings while listening to a song, raise to max volume.",False,,,False,,,T,False,,,HN
SEMTRIAL_1429_1,tech_software,Multi-select on Zune to delete Albums or to create a playlist,False,,,False,,,T,False,,,HN
SEMTRIAL_1429_2,tech_software,"Read/write accsess to email sync settings could enable applications to create custom sync profiles (based on week-days, time, position, etc).",False,,,False,,,T,False,,,HN
SEMTRIAL_1429_3,tech_software,Implement Soundwave touchless api on the phone for touch free Metro.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1429_4,tech_software,Microsoft boffins showed how they can use audio via the speaker and microphone and a dopplar computation to detect gestures without touching the screen.,False,,,False,,,T,False,,,HN
SEMTRIAL_1429_5,tech_software,I want to use that on the Phone for some games.,False,,,False,,,T,False,,,HN
SEMTRIAL_1429_7,tech_software,"In the submission process, publishers should be able to check a box for apps that are made for individuals 13 or older and 18 or older.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1429_8,tech_software,"This should flag a feature in the marketplace, when an app is being downloaded, to verify the age of the downloader.",False,,,False,,,T,False,,,HN
SEMTRIAL_1429_9,tech_software,"In WP7 you can add multiple accounts of different types (Live, Google, Facebook, etc).",False,,,False,,,T,False,,,HN
SEMTRIAL_1430_1,tech_software,It would be nice to be allowed to get basic information about these accounts.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1431_1,tech_software,"For example, get a list of all email accounts and for each account report the number of unread emails.",False,,,False,,,T,False,,,HN
SEMTRIAL_1431_2,tech_software,I think there are two ways to improve the beta program: 1.,False,,,False,,,T,False,,,HN
SEMTRIAL_1432_1,tech_software,Make apps available immediately.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1433_1,tech_software,"When developing on iOS (using testflight) or Android, we don't have to wait two hours for beta code to be ""approved"".",False,,,False,,,T,False,,,HN
SEMTRIAL_1434_1,tech_software,We upload a new version or have the users download an update immediately.,False,,,False,,,T,False,,,HN
SEMTRIAL_1435_1,tech_software,"If immediate approval is not possible, then apps that have been published should be immediately available.",False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1435_2,tech_software,"When we receive emails saying the beta application is published, users are not able to download the application with the very own links provided in the email.",False,,,False,,,T,False,,,HN
SEMTRIAL_1435_3,tech_software,Users are reporting a 1-2 day time between when the app is approved to when it is available for download.,False,,,False,,,T,False,,,HN
SEMTRIAL_1435_4,tech_software,Users receive a strange marketplace error when trying to download the application.,False,,,False,,,T,False,,,HN
SEMTRIAL_1437_1,tech_software,When developing apps it is often useful to leverage existing Launchers and Choosers as Tasks to access certain data or perform an operation.,False,,,False,,,T,False,,,HN
SEMTRIAL_1437_2,tech_software,Currently this is only exposed for system-level data and operations.,False,,,False,,,T,False,,,HN
SEMTRIAL_1438_1,tech_software,It would be ideal to allow apps to expose certain bits of data or functionality to other apps to provide a complementary experience in terms of reuse of information or performing similar tasks.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1438_2,tech_software,Imagine shopping apps being able to share a set of data such as a wish list or news apps being able to share a list of news feeds.,False,,,False,,,T,False,,,HN
SEMTRIAL_1440_1,tech_software,"Imagine having an installed app do what it does best for another app, such as perform a series of complex calculations or gather weather data.",False,,,False,,,T,False,,,HN
SEMTRIAL_1440_2,tech_software,It would be the responsibility of the app to decide what it exposes for data or functionality.,False,,,False,,,T,False,,,HN
SEMTRIAL_1440_4,tech_software,This can first be alleviated as with other security screening by prompting the user to allow an app to access another app's tasking features.,False,,,False,,,T,True,explicit,,P1
SEMTRIAL_1440_15,tech_software,"In such case, you'd better make your videos carefully so that it can leave a good user experience to the potential clients.",False,,,False,,,T,True,explicit,,P1
